1	-109.235
1.02997	-109.284
1.05994	-109.283
1.08991	-109.233
1.11988	-109.135
1.14985	-108.988
1.17982	-108.793
1.20979	-108.55
1.23976	-108.259
1.26973	-107.921
1.2997	-107.536
1.32967	-107.104
1.35964	-106.627
1.38961	-106.104
1.41958	-105.535
1.44955	-104.922
1.47952	-104.265
1.50949	-103.564
1.53946	-102.819
1.56943	-102.032
1.5994	-101.203
1.62937	-100.332
1.65934	-99.42
1.68931	-98.4675
1.71928	-97.4752
1.74925	-96.4436
1.77922	-95.3735
1.80919	-94.2653
1.83916	-93.1199
1.86913	-91.9379
1.8991	-90.72
1.92907	-89.4668
1.95904	-88.179
1.98901	-86.8575
2.01898	-85.5029
2.04895	-84.116
2.07892	-82.6975
2.10889	-81.2482
2.13886	-79.7689
2.16883	-78.2603
2.1988	-76.7233
2.22877	-75.1586
2.25874	-73.5671
2.28871	-71.9496
2.31868	-70.3068
2.34865	-68.6397
2.37862	-66.949
2.40859	-65.2356
2.43856	-63.5004
2.46853	-61.7442
2.4985	-59.9679
2.52847	-58.1724
2.55844	-56.3584
2.58841	-54.5269
2.61838	-52.6788
2.64835	-50.8149
2.67832	-48.9361
2.70829	-47.0433
2.73826	-45.1374
2.76823	-43.2193
2.7982	-41.2899
2.82817	-39.35
2.85814	-37.4006
2.88811	-35.4425
2.91808	-33.4767
2.94805	-31.504
2.97802	-29.5252
3.00799	-27.5414
3.03796	-25.5533
3.06793	-23.562
3.0979	-21.5681
3.12787	-19.5727
3.15784	-17.5766
3.18781	-15.5806
3.21778	-13.5857
3.24775	-11.5927
3.27772	-9.60242
3.30769	-7.61575
3.33766	-5.63354
3.36763	-3.65663
3.3976	-1.68585
3.42757	0.277971
3.45754	2.23401
3.48751	4.18144
3.51748	6.11947
3.54745	8.04729
3.57742	9.9641
3.60739	11.8691
3.63736	13.7616
3.66733	15.6407
3.6973	17.5058
3.72727	19.356
3.75724	21.1906
3.78721	23.0089
3.81718	24.8102
3.84715	26.5937
3.87712	28.3588
3.90709	30.1048
3.93706	31.8309
3.96703	33.5366
3.997	35.2212
4.02697	36.884
4.05694	38.5244
4.08691	40.1418
4.11688	41.7356
4.14685	43.3052
4.17682	44.85
4.20679	46.3694
4.23676	47.8629
4.26673	49.33
4.2967	50.77
4.32667	52.1826
4.35664	53.5672
4.38661	54.9233
4.41658	56.2505
4.44655	57.5483
4.47652	58.8162
4.50649	60.0538
4.53646	61.2608
4.56643	62.4367
4.5964	63.5811
4.62637	64.6937
4.65634	65.774
4.68631	66.8219
4.71628	67.8369
4.74625	68.8187
4.77622	69.7671
4.80619	70.6818
4.83616	71.5625
4.86613	72.409
4.8961	73.221
4.92607	73.9983
4.95604	74.7408
4.98601	75.4482
5.01598	76.1203
5.04595	76.7571
5.07592	77.3584
5.10589	77.9241
5.13586	78.4541
5.16583	78.9482
5.1958	79.4064
5.22577	79.8287
5.25574	80.215
5.28571	80.5653
5.31568	80.8796
5.34565	81.1579
5.37562	81.4001
5.40559	81.6064
5.43556	81.7768
5.46553	81.9114
5.4955	82.0102
5.52547	82.0733
5.55544	82.1009
5.58541	82.0931
5.61538	82.05
5.64535	81.9718
5.67532	81.8586
5.70529	81.7107
