1	-109.235
1.03745	-109.288
1.07491	-109.264
1.11236	-109.164
1.14981	-108.988
1.18727	-108.737
1.22472	-108.411
1.26217	-108.01
1.29963	-107.537
1.33708	-106.991
1.37453	-106.373
1.41199	-105.684
1.44944	-104.925
1.48689	-104.097
1.52434	-103.2
1.5618	-102.237
1.59925	-101.207
1.6367	-100.113
1.67416	-98.9541
1.71161	-97.7329
1.74906	-96.4502
1.78652	-95.1072
1.82397	-93.7051
1.86142	-92.2454
1.89888	-90.7292
1.93633	-89.158
1.97378	-87.5332
2.01124	-85.8561
2.04869	-84.1283
2.08614	-82.3511
2.1236	-80.5261
2.16105	-78.6549
2.1985	-76.7388
2.23596	-74.7796
2.27341	-72.7787
2.31086	-70.7378
2.34831	-68.6585
2.38577	-66.5425
2.42322	-64.3913
2.46067	-62.2067
2.49813	-59.9902
2.53558	-57.7437
2.57303	-55.4688
2.61049	-53.1672
2.64794	-50.8406
2.68539	-48.4907
2.72285	-46.1193
2.7603	-43.7281
2.79775	-41.3189
2.83521	-38.8933
2.87266	-36.4532
2.91011	-34.0001
2.94757	-31.536
2.98502	-29.0625
3.02247	-26.5814
3.05993	-24.0943
3.09738	-21.603
3.13483	-19.1092
3.17228	-16.6147
3.20974	-14.121
3.24719	-11.63
3.28464	-9.14322
3.3221	-6.6624
3.35955	-4.18916
3.397	-1.72515
3.43446	0.728016
3.47191	3.16873
3.50936	5.59541
3.54682	8.00648
3.58427	10.4004
3.62172	12.7756
3.65918	15.1307
3.69663	17.464
3.73408	19.7742
3.77154	22.0598
3.80899	24.3194
3.84644	26.5516
3.8839	28.755
3.92135	30.9283
3.9588	33.0702
3.99625	35.1794
4.03371	37.2546
4.07116	39.2947
4.10861	41.2983
4.14607	43.2644
4.18352	45.1917
4.22097	47.0793
4.25843	48.926
4.29588	50.7309
4.33333	52.4928
4.37079	54.2108
4.40824	55.884
4.44569	57.5114
4.48315	59.0923
4.5206	60.6258
4.55805	62.111
4.59551	63.5473
4.63296	64.9338
4.67041	66.27
4.70787	67.5551
4.74532	68.7886
4.78277	69.9699
4.82022	71.0984
4.85768	72.1736
4.89513	73.1952
4.93258	74.1626
4.97004	75.0754
5.00749	75.9334
5.04494	76.7363
