1	-109.235
1.29703	-113.56
1.59406	-112.791
1.89109	-107.187
2.18812	-97.1938
2.48515	-83.41
2.78218	-66.5604
3.07921	-47.4611
3.37624	-26.9843
3.67327	-6.0228
3.9703	14.5452
4.26733	33.8889
4.56436	51.2555
4.86139	65.9968
5.15842	77.5911
5.45545	85.6601
5.75248	89.9808
6.0495	90.4903
6.34653	87.2853
6.64356	80.6152
6.94059	70.8688
7.23762	58.5561
7.53465	44.2851
7.83168	28.7337
8.12871	12.6203
8.42574	-3.32894
8.72277	-18.412
9.0198	-31.982
9.31683	-43.4759
9.61386	-52.4387
9.91089	-58.5431
10.2079	-61.6018
10.505	-61.5747
10.802	-58.5668
11.099	-52.8207
11.396	-44.7015
11.6931	-34.6756
11.9901	-23.2854
12.2871	-11.1202
12.5842	1.21485
12.8812	13.1294
13.1782	24.0773
13.4752	33.5825
13.7723	41.2608
14.0693	46.8352
14.3663	50.1461
14.6634	51.1533
14.9604	49.9326
15.2574	46.6657
15.5545	41.6248
15.8515	35.1537
16.1485	27.645
16.4455	19.5167
16.7426	11.1893
17.0396	3.06294
17.3366	-4.50111
17.6337	-11.1963
17.9307	-16.7822
18.2277	-21.0905
18.5248	-24.0279
18.8218	-25.5726
19.1188	-25.7692
19.4158	-24.7185
19.7129	-22.5669
20.0099	-19.4939
20.3069	-15.6992
20.604	-11.3914
20.901	-6.77689
21.198	-2.05148
21.495	2.60611
21.7921	7.0387
22.0891	11.1128
22.3861	14.7194
22.6832	17.7726
22.9802	20.2085
23.2772	21.9831
23.5743	23.07
23.8713	23.4592
24.1683	23.1561
24.4653	22.1815
24.7624	20.5716
25.0594	18.3792
25.3564	15.6746
25.6535	12.5458
25.9505	9.09866
26.2475	5.45583
26.5446	1.75398
26.8416	-1.86004
27.1386	-5.23465
27.4356	-8.22021
27.7327	-10.6767
28.0297	-12.4818
28.3267	-13.5388
28.6238	-13.7839
28.9208	-13.1917
29.2178	-11.7796
29.5149	-9.60832
29.8119	-6.78117
30.1089	-3.43951
30.4059	0.244185
30.703	4.07557
31	7.84961
